0 qid:30001 1:0 2:0 3:0 4:0 5:0.0 #math-1, DStar, ACS, combine: 1
0 qid:30069 1:0 2:0 3:0 4:0 5:0.0 #math-69, Jaccard, ACS, combine: 5
0 qid:30069 1:0 2:0 3:0 4:0 5:0.5 #math-69, Jaccard, Nopol, combine: 6
0 qid:30069 1:0 2:0 3:0 4:0 5:0.0 #math-69, Jaccard, SimFix, combine: 7
0 qid:30069 1:0 2:0 3:0 4:0 5:0.0 #math-69, Jaccard, TBar, combine: 8
0 qid:30069 1:0 2:0 3:0 4:0 5:0.0 #math-69, Ochiai, ACS, combine: 9
0 qid:30069 1:0 2:0 3:0 4:0 5:0.5 #math-69, Ochiai, Nopol, combine: 10
0 qid:30069 1:0 2:0 3:0 4:0 5:0.0 #math-69, Ochiai, SimFix, combine: 11
0 qid:30069 1:0 2:0 3:0 4:0 5:0.0 #math-69, Ochiai, TBar, combine: 12
0 qid:30069 1:0 2:0 3:0 4:0 5:0.0 #math-69, Tarantula, ACS, combine: 13
0 qid:30069 1:0 2:0 3:0 4:0 5:0.5 #math-69, Tarantula, Nopol, combine: 14
0 qid:30069 1:0 2:0 3:0 4:0 5:0.0 #math-69, Tarantula, SimFix, combine: 15
0 qid:30069 1:0 2:0 3:0 4:0 5:0.0 #math-69, Tarantula, TBar, combine: 16
0 qid:30070 1:0 2:0 3:0 4:0 5:0.0 #math-70, DStar, ACS, combine: 1
0 qid:30070 1:0 2:0 3:0 4:0 5:0.0 #math-70, DStar, Nopol, combine: 2
1 qid:30070 1:0 2:0 3:0 4:0 5:1.0 #math-70, DStar, SimFix, combine: 3
1 qid:30070 1:0 2:0 3:0 4:0 5:1.0 #math-70, DStar, TBar, combine: 4
0 qid:30070 1:1 2:1 3:1 4:1 5:0.0 #math-70, Jaccard, ACS, combine: 5
0 qid:30070 1:1 2:1 3:1 4:1 5:0.0 #math-70, Jaccard, Nopol, combine: 6
1 qid:30070 1:1 2:1 3:1 4:1 5:1.0 #math-70, Jaccard, SimFix, combine: 7
1 qid:30070 1:1 2:1 3:1 4:1 5:1.0 #math-70, Jaccard, TBar, combine: 8
0 qid:30070 1:1 2:1 3:1 4:1 5:0.0 #math-70, Ochiai, ACS, combine: 9
0 qid:30070 1:1 2:1 3:1 4:1 5:0.0 #math-70, Ochiai, Nopol, combine: 10
1 qid:30070 1:1 2:1 3:1 4:1 5:1.0 #math-70, Ochiai, SimFix, combine: 11
1 qid:30070 1:1 2:1 3:1 4:1 5:1.0 #math-70, Ochiai, TBar, combine: 12
0 qid:30070 1:1 2:1 3:1 4:1 5:0.0 #math-70, Tarantula, ACS, combine: 13
0 qid:30070 1:1 2:1 3:1 4:1 5:0.0 #math-70, Tarantula, Nopol, combine: 14
1 qid:30070 1:1 2:1 3:1 4:1 5:1.0 #math-70, Tarantula, SimFix, combine: 15
1 qid:30070 1:1 2:1 3:1 4:1 5:1.0 #math-70, Tarantula, TBar, combine: 16
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, DStar, ACS, combine: 1
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, DStar, Nopol, combine: 2
0 qid:30071 1:1 2:1 3:1 4:1 5:0.5 #math-71, DStar, SimFix, combine: 3
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, DStar, TBar, combine: 4
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, Jaccard, ACS, combine: 5
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, Jaccard, Nopol, combine: 6
0 qid:30071 1:1 2:1 3:1 4:1 5:0.5 #math-71, Jaccard, SimFix, combine: 7
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, Jaccard, TBar, combine: 8
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, Ochiai, ACS, combine: 9
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, Ochiai, Nopol, combine: 10
0 qid:30071 1:1 2:1 3:1 4:1 5:0.5 #math-71, Ochiai, SimFix, combine: 11
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, Ochiai, TBar, combine: 12
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, Tarantula, ACS, combine: 13
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, Tarantula, Nopol, combine: 14
0 qid:30071 1:1 2:1 3:1 4:1 5:0.5 #math-71, Tarantula, SimFix, combine: 15
0 qid:30071 1:1 2:1 3:1 4:1 5:0.0 #math-71, Tarantula, TBar, combine: 16
0 qid:30072 1:0 2:0 3:0 4:0 5:0.0 #math-72, DStar, ACS, combine: 1
0 qid:30072 1:0 2:0 3:0 4:0 5:0.0 #math-72, DStar, Nopol, combine: 2
1 qid:30072 1:0 2:0 3:0 4:0 5:1.0 #math-72, DStar, SimFix, combine: 3
0 qid:30072 1:0 2:0 3:0 4:0 5:0.0 #math-72, DStar, TBar, combine: 4
0 qid:30072 1:1 2:1 3:1 4:1 5:0.0 #math-72, Jaccard, ACS, combine: 5
0 qid:30072 1:1 2:1 3:1 4:1 5:0.0 #math-72, Jaccard, Nopol, combine: 6
1 qid:30072 1:1 2:1 3:1 4:1 5:1.0 #math-72, Jaccard, SimFix, combine: 7
0 qid:30072 1:1 2:1 3:1 4:1 5:0.0 #math-72, Jaccard, TBar, combine: 8
0 qid:30072 1:0 2:1 3:1 4:1 5:0.0 #math-72, Ochiai, ACS, combine: 9
0 qid:30072 1:0 2:1 3:1 4:1 5:0.0 #math-72, Ochiai, Nopol, combine: 10
1 qid:30072 1:0 2:1 3:1 4:1 5:1.0 #math-72, Ochiai, SimFix, combine: 11
0 qid:30072 1:0 2:1 3:1 4:1 5:0.0 #math-72, Ochiai, TBar, combine: 12
0 qid:30072 1:1 2:1 3:1 4:1 5:0.0 #math-72, Tarantula, ACS, combine: 13
0 qid:30072 1:1 2:1 3:1 4:1 5:0.0 #math-72, Tarantula, Nopol, combine: 14
1 qid:30072 1:1 2:1 3:1 4:1 5:1.0 #math-72, Tarantula, SimFix, combine: 15
0 qid:30072 1:1 2:1 3:1 4:1 5:0.0 #math-72, Tarantula, TBar, combine: 16
0 qid:30073 1:0 2:0 3:0 4:0 5:0.5 #math-73, DStar, ACS, combine: 1
0 qid:30073 1:0 2:0 3:0 4:0 5:0.5 #math-73, DStar, Nopol, combine: 2
0 qid:30073 1:0 2:0 3:0 4:0 5:0.5 #math-73, DStar, SimFix, combine: 3
0 qid:30073 1:0 2:0 3:0 4:0 5:0.0 #math-73, DStar, TBar, combine: 4
0 qid:30073 1:0 2:1 3:1 4:1 5:0.5 #math-73, Jaccard, ACS, combine: 5
0 qid:30073 1:0 2:1 3:1 4:1 5:0.5 #math-73, Jaccard, Nopol, combine: 6
0 qid:30073 1:0 2:1 3:1 4:1 5:0.5 #math-73, Jaccard, SimFix, combine: 7
0 qid:30073 1:0 2:1 3:1 4:1 5:0.0 #math-73, Jaccard, TBar, combine: 8
0 qid:30073 1:0 2:0 3:0 4:0 5:0.5 #math-73, Ochiai, ACS, combine: 9
0 qid:30073 1:0 2:0 3:0 4:0 5:0.5 #math-73, Ochiai, Nopol, combine: 10
0 qid:30073 1:0 2:0 3:0 4:0 5:0.5 #math-73, Ochiai, SimFix, combine: 11
0 qid:30073 1:0 2:0 3:0 4:0 5:0.0 #math-73, Ochiai, TBar, combine: 12
0 qid:30073 1:0 2:1 3:1 4:1 5:0.5 #math-73, Tarantula, ACS, combine: 13
0 qid:30073 1:0 2:1 3:1 4:1 5:0.5 #math-73, Tarantula, Nopol, combine: 14
0 qid:30073 1:0 2:1 3:1 4:1 5:0.5 #math-73, Tarantula, SimFix, combine: 15
0 qid:30073 1:0 2:1 3:1 4:1 5:0.0 #math-73, Tarantula, TBar, combine: 16
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, DStar, ACS, combine: 1
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, DStar, Nopol, combine: 2
0 qid:30074 1:0 2:0 3:0 4:0 5:0.5 #math-74, DStar, SimFix, combine: 3
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, DStar, TBar, combine: 4
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, Jaccard, ACS, combine: 5
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, Jaccard, Nopol, combine: 6
0 qid:30074 1:0 2:0 3:0 4:0 5:0.5 #math-74, Jaccard, SimFix, combine: 7
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, Jaccard, TBar, combine: 8
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, Ochiai, ACS, combine: 9
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, Ochiai, Nopol, combine: 10
0 qid:30074 1:0 2:0 3:0 4:0 5:0.5 #math-74, Ochiai, SimFix, combine: 11
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, Ochiai, TBar, combine: 12
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, Tarantula, ACS, combine: 13
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, Tarantula, Nopol, combine: 14
0 qid:30074 1:0 2:0 3:0 4:0 5:0.5 #math-74, Tarantula, SimFix, combine: 15
0 qid:30074 1:0 2:0 3:0 4:0 5:0.0 #math-74, Tarantula, TBar, combine: 16
0 qid:30075 1:0 2:0 3:0 4:0 5:0.0 #math-75, DStar, ACS, combine: 1
0 qid:30075 1:0 2:0 3:0 4:0 5:0.0 #math-75, DStar, Nopol, combine: 2
1 qid:30075 1:0 2:0 3:0 4:0 5:1.0 #math-75, DStar, SimFix, combine: 3
1 qid:30075 1:0 2:0 3:0 4:0 5:1.0 #math-75, DStar, TBar, combine: 4
0 qid:30075 1:1 2:1 3:1 4:1 5:0.0 #math-75, Jaccard, ACS, combine: 5
0 qid:30075 1:1 2:1 3:1 4:1 5:0.0 #math-75, Jaccard, Nopol, combine: 6
1 qid:30075 1:1 2:1 3:1 4:1 5:1.0 #math-75, Jaccard, SimFix, combine: 7
1 qid:30075 1:1 2:1 3:1 4:1 5:1.0 #math-75, Jaccard, TBar, combine: 8
0 qid:30075 1:1 2:1 3:1 4:1 5:0.0 #math-75, Ochiai, ACS, combine: 9
0 qid:30075 1:1 2:1 3:1 4:1 5:0.0 #math-75, Ochiai, Nopol, combine: 10
1 qid:30075 1:1 2:1 3:1 4:1 5:1.0 #math-75, Ochiai, SimFix, combine: 11
1 qid:30075 1:1 2:1 3:1 4:1 5:1.0 #math-75, Ochiai, TBar, combine: 12
0 qid:30075 1:1 2:1 3:1 4:1 5:0.0 #math-75, Tarantula, ACS, combine: 13
0 qid:30075 1:1 2:1 3:1 4:1 5:0.0 #math-75, Tarantula, Nopol, combine: 14
1 qid:30075 1:1 2:1 3:1 4:1 5:1.0 #math-75, Tarantula, SimFix, combine: 15
1 qid:30075 1:1 2:1 3:1 4:1 5:1.0 #math-75, Tarantula, TBar, combine: 16
0 qid:30076 1:0 2:1 3:1 4:1 5:0.0 #math-76, DStar, ACS, combine: 1
0 qid:30076 1:0 2:1 3:1 4:1 5:0.0 #math-76, DStar, Nopol, combine: 2
0 qid:30076 1:0 2:1 3:1 4:1 5:0.0 #math-76, DStar, SimFix, combine: 3
0 qid:30076 1:0 2:1 3:1 4:1 5:0.0 #math-76, DStar, TBar, combine: 4
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Jaccard, ACS, combine: 5
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Jaccard, Nopol, combine: 6
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Jaccard, SimFix, combine: 7
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Jaccard, TBar, combine: 8
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Ochiai, ACS, combine: 9
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Ochiai, Nopol, combine: 10
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Ochiai, SimFix, combine: 11
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Ochiai, TBar, combine: 12
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Tarantula, ACS, combine: 13
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Tarantula, Nopol, combine: 14
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Tarantula, SimFix, combine: 15
0 qid:30076 1:0 2:0 3:0 4:0 5:0.0 #math-76, Tarantula, TBar, combine: 16
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, DStar, ACS, combine: 1
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, DStar, Nopol, combine: 2
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, DStar, SimFix, combine: 3
1 qid:30077 1:0 2:0 3:0 4:0 5:1.0 #math-77, DStar, TBar, combine: 4
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, Jaccard, ACS, combine: 5
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, Jaccard, Nopol, combine: 6
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, Jaccard, SimFix, combine: 7
1 qid:30077 1:0 2:0 3:0 4:0 5:1.0 #math-77, Jaccard, TBar, combine: 8
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, Ochiai, ACS, combine: 9
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, Ochiai, Nopol, combine: 10
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, Ochiai, SimFix, combine: 11
1 qid:30077 1:0 2:0 3:0 4:0 5:1.0 #math-77, Ochiai, TBar, combine: 12
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, Tarantula, ACS, combine: 13
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, Tarantula, Nopol, combine: 14
0 qid:30077 1:0 2:0 3:0 4:0 5:0.0 #math-77, Tarantula, SimFix, combine: 15
1 qid:30077 1:0 2:0 3:0 4:0 5:1.0 #math-77, Tarantula, TBar, combine: 16
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, DStar, ACS, combine: 1
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, DStar, Nopol, combine: 2
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, DStar, SimFix, combine: 3
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, DStar, TBar, combine: 4
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Jaccard, ACS, combine: 5
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Jaccard, Nopol, combine: 6
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Jaccard, SimFix, combine: 7
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Jaccard, TBar, combine: 8
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Ochiai, ACS, combine: 9
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Ochiai, Nopol, combine: 10
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Ochiai, SimFix, combine: 11
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Ochiai, TBar, combine: 12
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Tarantula, ACS, combine: 13
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Tarantula, Nopol, combine: 14
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Tarantula, SimFix, combine: 15
0 qid:30078 1:0 2:0 3:0 4:0 5:0.0 #math-78, Tarantula, TBar, combine: 16
0 qid:30079 1:0 2:0 3:0 4:0 5:0.0 #math-79, DStar, ACS, combine: 1
0 qid:30079 1:0 2:0 3:0 4:0 5:0.0 #math-79, DStar, Nopol, combine: 2
1 qid:30079 1:0 2:0 3:0 4:0 5:1.0 #math-79, DStar, SimFix, combine: 3
1 qid:30079 1:0 2:0 3:0 4:0 5:1.0 #math-79, DStar, TBar, combine: 4
0 qid:30079 1:0 2:0 3:0 4:0 5:0.0 #math-79, Jaccard, ACS, combine: 5
0 qid:30079 1:0 2:0 3:0 4:0 5:0.0 #math-79, Jaccard, Nopol, combine: 6
1 qid:30079 1:0 2:0 3:0 4:0 5:1.0 #math-79, Jaccard, SimFix, combine: 7
1 qid:30079 1:0 2:0 3:0 4:0 5:1.0 #math-79, Jaccard, TBar, combine: 8
0 qid:30079 1:0 2:0 3:0 4:0 5:0.0 #math-79, Ochiai, ACS, combine: 9
0 qid:30079 1:0 2:0 3:0 4:0 5:0.0 #math-79, Ochiai, Nopol, combine: 10
1 qid:30079 1:0 2:0 3:0 4:0 5:1.0 #math-79, Ochiai, SimFix, combine: 11
1 qid:30079 1:0 2:0 3:0 4:0 5:1.0 #math-79, Ochiai, TBar, combine: 12
0 qid:30079 1:0 2:0 3:0 4:0 5:0.0 #math-79, Tarantula, ACS, combine: 13
0 qid:30079 1:0 2:0 3:0 4:0 5:0.0 #math-79, Tarantula, Nopol, combine: 14
1 qid:30079 1:0 2:0 3:0 4:0 5:1.0 #math-79, Tarantula, SimFix, combine: 15
1 qid:30079 1:0 2:0 3:0 4:0 5:1.0 #math-79, Tarantula, TBar, combine: 16
0 qid:30080 1:0 2:0 3:0 4:0 5:0.0 #math-80, DStar, ACS, combine: 1
0 qid:30080 1:0 2:0 3:0 4:0 5:0.0 #math-80, DStar, Nopol, combine: 2
0 qid:30080 1:0 2:0 3:0 4:0 5:0.5 #math-80, DStar, SimFix, combine: 3
0 qid:30080 1:0 2:0 3:0 4:0 5:0.5 #math-80, DStar, TBar, combine: 4
0 qid:30080 1:0 2:0 3:0 4:0 5:0.0 #math-80, Jaccard, ACS, combine: 5
0 qid:30080 1:0 2:0 3:0 4:0 5:0.0 #math-80, Jaccard, Nopol, combine: 6
0 qid:30080 1:0 2:0 3:0 4:0 5:0.5 #math-80, Jaccard, SimFix, combine: 7
0 qid:30080 1:0 2:0 3:0 4:0 5:0.5 #math-80, Jaccard, TBar, combine: 8
0 qid:30080 1:0 2:0 3:0 4:0 5:0.0 #math-80, Ochiai, ACS, combine: 9
0 qid:30080 1:0 2:0 3:0 4:0 5:0.0 #math-80, Ochiai, Nopol, combine: 10
0 qid:30080 1:0 2:0 3:0 4:0 5:0.5 #math-80, Ochiai, SimFix, combine: 11
0 qid:30080 1:0 2:0 3:0 4:0 5:0.5 #math-80, Ochiai, TBar, combine: 12
0 qid:30080 1:0 2:0 3:0 4:0 5:0.0 #math-80, Tarantula, ACS, combine: 13
0 qid:30080 1:0 2:0 3:0 4:0 5:0.0 #math-80, Tarantula, Nopol, combine: 14
0 qid:30080 1:0 2:0 3:0 4:0 5:0.5 #math-80, Tarantula, SimFix, combine: 15
0 qid:30080 1:0 2:0 3:0 4:0 5:0.5 #math-80, Tarantula, TBar, combine: 16
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, DStar, ACS, combine: 1
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, DStar, Nopol, combine: 2
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, DStar, SimFix, combine: 3
0 qid:30081 1:0 2:0 3:0 4:1 5:0.0 #math-81, DStar, TBar, combine: 4
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, Jaccard, ACS, combine: 5
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, Jaccard, Nopol, combine: 6
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, Jaccard, SimFix, combine: 7
0 qid:30081 1:0 2:0 3:0 4:1 5:0.0 #math-81, Jaccard, TBar, combine: 8
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, Ochiai, ACS, combine: 9
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, Ochiai, Nopol, combine: 10
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, Ochiai, SimFix, combine: 11
0 qid:30081 1:0 2:0 3:0 4:1 5:0.0 #math-81, Ochiai, TBar, combine: 12
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, Tarantula, ACS, combine: 13
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, Tarantula, Nopol, combine: 14
0 qid:30081 1:0 2:0 3:0 4:1 5:0.5 #math-81, Tarantula, SimFix, combine: 15
0 qid:30081 1:0 2:0 3:0 4:1 5:0.0 #math-81, Tarantula, TBar, combine: 16
0 qid:30082 1:0 2:0 3:0 4:0 5:0.5 #math-82, DStar, ACS, combine: 1
0 qid:30082 1:0 2:0 3:0 4:0 5:0.0 #math-82, DStar, Nopol, combine: 2
0 qid:30082 1:0 2:0 3:0 4:0 5:0.0 #math-82, DStar, SimFix, combine: 3
1 qid:30082 1:0 2:0 3:0 4:0 5:1.0 #math-82, DStar, TBar, combine: 4
0 qid:30082 1:0 2:0 3:0 4:0 5:0.5 #math-82, Jaccard, ACS, combine: 5
0 qid:30082 1:0 2:0 3:0 4:0 5:0.0 #math-82, Jaccard, Nopol, combine: 6
0 qid:30082 1:0 2:0 3:0 4:0 5:0.0 #math-82, Jaccard, SimFix, combine: 7
1 qid:30082 1:0 2:0 3:0 4:0 5:1.0 #math-82, Jaccard, TBar, combine: 8
0 qid:30082 1:0 2:0 3:0 4:0 5:0.5 #math-82, Ochiai, ACS, combine: 9
0 qid:30082 1:0 2:0 3:0 4:0 5:0.0 #math-82, Ochiai, Nopol, combine: 10
0 qid:30082 1:0 2:0 3:0 4:0 5:0.0 #math-82, Ochiai, SimFix, combine: 11
1 qid:30082 1:0 2:0 3:0 4:0 5:1.0 #math-82, Ochiai, TBar, combine: 12
0 qid:30082 1:0 2:0 3:0 4:0 5:0.5 #math-82, Tarantula, ACS, combine: 13
0 qid:30082 1:0 2:0 3:0 4:0 5:0.0 #math-82, Tarantula, Nopol, combine: 14
0 qid:30082 1:0 2:0 3:0 4:0 5:0.0 #math-82, Tarantula, SimFix, combine: 15
1 qid:30082 1:0 2:0 3:0 4:0 5:1.0 #math-82, Tarantula, TBar, combine: 16
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, DStar, ACS, combine: 1
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, DStar, Nopol, combine: 2
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, DStar, SimFix, combine: 3
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, DStar, TBar, combine: 4
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Jaccard, ACS, combine: 5
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Jaccard, Nopol, combine: 6
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Jaccard, SimFix, combine: 7
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Jaccard, TBar, combine: 8
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Ochiai, ACS, combine: 9
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Ochiai, Nopol, combine: 10
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Ochiai, SimFix, combine: 11
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Ochiai, TBar, combine: 12
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Tarantula, ACS, combine: 13
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Tarantula, Nopol, combine: 14
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Tarantula, SimFix, combine: 15
0 qid:30083 1:0 2:0 3:0 4:0 5:0.0 #math-83, Tarantula, TBar, combine: 16
0 qid:30084 1:0 2:0 3:0 4:0 5:0.0 #math-84, DStar, ACS, combine: 1
0 qid:30084 1:0 2:0 3:0 4:0 5:0.0 #math-84, DStar, Nopol, combine: 2
0 qid:30084 1:0 2:0 3:0 4:0 5:0.5 #math-84, DStar, SimFix, combine: 3
0 qid:30084 1:0 2:0 3:0 4:0 5:0.5 #math-84, DStar, TBar, combine: 4
0 qid:30084 1:0 2:0 3:0 4:0 5:0.0 #math-84, Jaccard, ACS, combine: 5
0 qid:30084 1:0 2:0 3:0 4:0 5:0.0 #math-84, Jaccard, Nopol, combine: 6
0 qid:30084 1:0 2:0 3:0 4:0 5:0.5 #math-84, Jaccard, SimFix, combine: 7
0 qid:30084 1:0 2:0 3:0 4:0 5:0.5 #math-84, Jaccard, TBar, combine: 8
0 qid:30084 1:0 2:0 3:0 4:0 5:0.0 #math-84, Ochiai, ACS, combine: 9
0 qid:30084 1:0 2:0 3:0 4:0 5:0.0 #math-84, Ochiai, Nopol, combine: 10
0 qid:30084 1:0 2:0 3:0 4:0 5:0.5 #math-84, Ochiai, SimFix, combine: 11
0 qid:30084 1:0 2:0 3:0 4:0 5:0.5 #math-84, Ochiai, TBar, combine: 12
0 qid:30084 1:0 2:0 3:0 4:0 5:0.0 #math-84, Tarantula, ACS, combine: 13
0 qid:30084 1:0 2:0 3:0 4:0 5:0.0 #math-84, Tarantula, Nopol, combine: 14
0 qid:30084 1:0 2:0 3:0 4:0 5:0.5 #math-84, Tarantula, SimFix, combine: 15
0 qid:30084 1:0 2:0 3:0 4:0 5:0.5 #math-84, Tarantula, TBar, combine: 16
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, DStar, ACS, combine: 1
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, DStar, Nopol, combine: 2
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, DStar, SimFix, combine: 3
1 qid:30085 1:0 2:0 3:0 4:0 5:1.0 #math-85, DStar, TBar, combine: 4
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, Jaccard, ACS, combine: 5
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, Jaccard, Nopol, combine: 6
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, Jaccard, SimFix, combine: 7
1 qid:30085 1:0 2:0 3:0 4:0 5:1.0 #math-85, Jaccard, TBar, combine: 8
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, Ochiai, ACS, combine: 9
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, Ochiai, Nopol, combine: 10
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, Ochiai, SimFix, combine: 11
1 qid:30085 1:0 2:0 3:0 4:0 5:1.0 #math-85, Ochiai, TBar, combine: 12
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, Tarantula, ACS, combine: 13
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, Tarantula, Nopol, combine: 14
0 qid:30085 1:0 2:0 3:0 4:0 5:0.5 #math-85, Tarantula, SimFix, combine: 15
1 qid:30085 1:0 2:0 3:0 4:0 5:1.0 #math-85, Tarantula, TBar, combine: 16
0 qid:30086 1:0 2:0 3:0 4:0 5:0.0 #math-86, DStar, ACS, combine: 1
0 qid:30086 1:0 2:0 3:0 4:0 5:0.0 #math-86, DStar, Nopol, combine: 2
0 qid:30086 1:0 2:0 3:0 4:0 5:0.0 #math-86, DStar, SimFix, combine: 3
0 qid:30086 1:0 2:0 3:0 4:0 5:0.0 #math-86, DStar, TBar, combine: 4
0 qid:30086 1:0 2:0 3:0 4:0 5:0.0 #math-86, Jaccard, ACS, combine: 5
