10001 Q0 chart-1, Ample, SimFix, combine: 3 1 0.55337 indri
10002 Q0 chart-2, Hamann, TBar, combine: 109 32 0.55337 indri
10002 Q0 chart-2, Hamming, SimFix, combine: 115 33 0.55337 indri
10002 Q0 chart-2, Hamming, TBar, combine: 116 34 0.55337 indri
10002 Q0 chart-2, HarmonicMean, SimFix, combine: 122 35 0.55337 indri
10002 Q0 chart-2, HarmonicMean, TBar, combine: 123 36 0.55337 indri
10002 Q0 chart-2, Jaccard, SimFix, combine: 129 37 0.55337 indri
10002 Q0 chart-2, Jaccard, TBar, combine: 130 38 0.55337 indri
10002 Q0 chart-2, Kulczynski1, SimFix, combine: 136 39 0.55337 indri
10002 Q0 chart-2, Kulczynski1, TBar, combine: 137 40 0.55337 indri
10002 Q0 chart-2, Kulczynskil2, SimFix, combine: 143 41 0.55337 indri
10002 Q0 chart-2, Kulczynskil2, TBar, combine: 144 42 0.55337 indri
10002 Q0 chart-2, M1, SimFix, combine: 150 43 0.55337 indri
10002 Q0 chart-2, M1, TBar, combine: 151 44 0.55337 indri
10002 Q0 chart-2, M2, SimFix, combine: 157 45 0.55337 indri
10002 Q0 chart-2, M2, TBar, combine: 158 46 0.55337 indri
10002 Q0 chart-2, Michael, SimFix, combine: 164 47 0.55337 indri
10002 Q0 chart-2, Michael, TBar, combine: 165 48 0.55337 indri
10002 Q0 chart-2, Mountford, SimFix, combine: 171 49 0.55337 indri
10002 Q0 chart-2, Mountford, TBar, combine: 172 50 0.55337 indri
10002 Q0 chart-2, Ochiai, SimFix, combine: 178 51 0.55337 indri
10002 Q0 chart-2, Ochiai, TBar, combine: 179 52 0.55337 indri
10002 Q0 chart-2, Ochiai2, SimFix, combine: 185 53 0.55337 indri
10002 Q0 chart-2, Ochiai2, TBar, combine: 186 54 0.55337 indri
10002 Q0 chart-2, Optimal, SimFix, combine: 192 55 0.55337 indri
10002 Q0 chart-2, Optimal, TBar, combine: 193 56 0.55337 indri
10002 Q0 chart-2, OptimalP, SimFix, combine: 199 57 0.55337 indri
10002 Q0 chart-2, OptimalP, TBar, combine: 200 58 0.55337 indri
10002 Q0 chart-2, Overlap, SimFix, combine: 206 59 0.55337 indri
10002 Q0 chart-2, Overlap, TBar, combine: 207 60 0.55337 indri
10002 Q0 chart-2, Phi, SimFix, combine: 213 61 0.55337 indri
10002 Q0 chart-2, Phi, TBar, combine: 214 62 0.55337 indri
10002 Q0 chart-2, Pierce, SimFix, combine: 220 63 0.55337 indri
10002 Q0 chart-2, Pierce, TBar, combine: 221 64 0.55337 indri
10002 Q0 chart-2, RogersTanimoto, SimFix, combine: 227 65 0.55337 indri
10002 Q0 chart-2, RogersTanimoto, TBar, combine: 228 66 0.55337 indri
10002 Q0 chart-2, Rogot1, SimFix, combine: 234 67 0.55337 indri
10002 Q0 chart-2, Rogot1, TBar, combine: 235 68 0.55337 indri
10002 Q0 chart-2, Rogot2, SimFix, combine: 241 69 0.55337 indri
10002 Q0 chart-2, Rogot2, TBar, combine: 242 70 0.55337 indri
10002 Q0 chart-2, RussellRao, SimFix, combine: 248 71 0.55337 indri
10002 Q0 chart-2, RussellRao, TBar, combine: 249 72 0.55337 indri
10002 Q0 chart-2, SBI, SimFix, combine: 255 73 0.55337 indri
10002 Q0 chart-2, SBI, TBar, combine: 256 74 0.55337 indri
10002 Q0 chart-2, Scott, SimFix, combine: 262 75 0.55337 indri
10002 Q0 chart-2, Scott, TBar, combine: 263 76 0.55337 indri
10002 Q0 chart-2, SimpleMatching, SimFix, combine: 269 77 0.55337 indri
10002 Q0 chart-2, SimpleMatching, TBar, combine: 270 78 0.55337 indri
10002 Q0 chart-2, Sokal, SimFix, combine: 276 79 0.55337 indri
10002 Q0 chart-2, Sokal, TBar, combine: 277 80 0.55337 indri
10002 Q0 chart-2, SorensenDice, SimFix, combine: 283 81 0.55337 indri
10002 Q0 chart-2, SorensenDice, TBar, combine: 284 82 0.55337 indri
10002 Q0 chart-2, Tarantula, SimFix, combine: 290 83 0.55337 indri
10002 Q0 chart-2, Tarantula, TBar, combine: 291 84 0.55337 indri
10002 Q0 chart-2, Tarwid, SimFix, combine: 297 85 0.55337 indri
10002 Q0 chart-2, Tarwid, TBar, combine: 298 86 0.55337 indri
10002 Q0 chart-2, Wong1, SimFix, combine: 304 87 0.55337 indri
10002 Q0 chart-2, Wong1, TBar, combine: 305 88 0.55337 indri
10002 Q0 chart-2, Wong2, SimFix, combine: 311 89 0.55337 indri
10002 Q0 chart-2, Wong2, TBar, combine: 312 90 0.55337 indri
10002 Q0 chart-2, Wong3, SimFix, combine: 318 91 0.55337 indri
10002 Q0 chart-2, Wong3, TBar, combine: 319 92 0.55337 indri
10002 Q0 chart-2, Zoltar, SimFix, combine: 325 93 0.55337 indri
10002 Q0 chart-2, Zoltar, TBar, combine: 326 94 0.55337 indri
10002 Q0 chart-2, Ample, ACS, combine: 1 95 0.5525 indri
10002 Q0 chart-2, Ample, Nopol, combine: 2 96 0.5525 indri
10002 Q0 chart-2, Ample, jGenProg, combine: 5 97 0.5525 indri
10002 Q0 chart-2, Ample, jKali, combine: 6 98 0.5525 indri
10002 Q0 chart-2, Ample, jMutRepair, combine: 7 99 0.5525 indri
10002 Q0 chart-2, Anderberg, ACS, combine: 8 100 0.5525 indri
10002 Q0 chart-2, Anderberg, Nopol, combine: 9 101 0.5525 indri
10002 Q0 chart-2, Anderberg, jGenProg, combine: 12 102 0.5525 indri
10002 Q0 chart-2, Anderberg, jKali, combine: 13 103 0.5525 indri
10002 Q0 chart-2, Anderberg, jMutRepair, combine: 14 104 0.5525 indri
10002 Q0 chart-2, ArithmeticMean, ACS, combine: 15 105 0.5525 indri
10002 Q0 chart-2, ArithmeticMean, Nopol, combine: 16 106 0.5525 indri
10002 Q0 chart-2, ArithmeticMean, jGenProg, combine: 19 107 0.5525 indri
10002 Q0 chart-2, ArithmeticMean, jKali, combine: 20 108 0.5525 indri
10002 Q0 chart-2, ArithmeticMean, jMutRepair, combine: 21 109 0.5525 indri
10002 Q0 chart-2, BaroniUrbaniBuser, ACS, combine: 22 110 0.5525 indri
10002 Q0 chart-2, BaroniUrbaniBuser, Nopol, combine: 23 111 0.5525 indri
10002 Q0 chart-2, BaroniUrbaniBuser, jGenProg, combine: 26 112 0.5525 indri
10002 Q0 chart-2, BaroniUrbaniBuser, jKali, combine: 27 113 0.5525 indri
10002 Q0 chart-2, BaroniUrbaniBuser, jMutRepair, combine: 28 114 0.5525 indri
10002 Q0 chart-2, BraunBanqust, ACS, combine: 29 115 0.5525 indri
10002 Q0 chart-2, BraunBanqust, Nopol, combine: 30 116 0.5525 indri
10002 Q0 chart-2, BraunBanqust, jGenProg, combine: 33 117 0.5525 indri
10002 Q0 chart-2, BraunBanqust, jKali, combine: 34 118 0.5525 indri
10002 Q0 chart-2, BraunBanqust, jMutRepair, combine: 35 119 0.5525 indri
10002 Q0 chart-2, Cohen, ACS, combine: 36 120 0.5525 indri
10002 Q0 chart-2, Cohen, Nopol, combine: 37 121 0.5525 indri
10002 Q0 chart-2, Cohen, jGenProg, combine: 40 122 0.5525 indri
10002 Q0 chart-2, Cohen, jKali, combine: 41 123 0.5525 indri
10002 Q0 chart-2, Cohen, jMutRepair, combine: 42 124 0.5525 indri
10002 Q0 chart-2, Dennis, ACS, combine: 43 125 0.5525 indri
10002 Q0 chart-2, Dennis, Nopol, combine: 44 126 0.5525 indri
10002 Q0 chart-2, Dennis, jGenProg, combine: 47 127 0.5525 indri
10002 Q0 chart-2, Dennis, jKali, combine: 48 128 0.5525 indri
10002 Q0 chart-2, Dennis, jMutRepair, combine: 49 129 0.5525 indri
10002 Q0 chart-2, Dice, ACS, combine: 50 130 0.5525 indri
10002 Q0 chart-2, Dice, Nopol, combine: 51 131 0.5525 indri
10002 Q0 chart-2, Dice, jGenProg, combine: 54 132 0.5525 indri
10002 Q0 chart-2, Dice, jKali, combine: 55 133 0.5525 indri
10002 Q0 chart-2, Dice, jMutRepair, combine: 56 134 0.5525 indri
10002 Q0 chart-2, Dstar, ACS, combine: 57 135 0.5525 indri
10002 Q0 chart-2, Dstar, Nopol, combine: 58 136 0.5525 indri
10002 Q0 chart-2, Dstar, jGenProg, combine: 61 137 0.5525 indri
10002 Q0 chart-2, Dstar, jKali, combine: 62 138 0.5525 indri
10002 Q0 chart-2, Dstar, jMutRepair, combine: 63 139 0.5525 indri
10002 Q0 chart-2, Euclid, ACS, combine: 64 140 0.5525 indri
10002 Q0 chart-2, Euclid, Nopol, combine: 65 141 0.5525 indri
10002 Q0 chart-2, Euclid, jGenProg, combine: 68 142 0.5525 indri
10002 Q0 chart-2, Euclid, jKali, combine: 69 143 0.5525 indri
10002 Q0 chart-2, Euclid, jMutRepair, combine: 70 144 0.5525 indri
10002 Q0 chart-2, Fleiss, ACS, combine: 71 145 0.5525 indri
10002 Q0 chart-2, Fleiss, Nopol, combine: 72 146 0.5525 indri
10002 Q0 chart-2, Fleiss, jGenProg, combine: 75 147 0.5525 indri
10002 Q0 chart-2, Fleiss, jKali, combine: 76 148 0.5525 indri
10002 Q0 chart-2, Fleiss, jMutRepair, combine: 77 149 0.5525 indri
10002 Q0 chart-2, Fossum, ACS, combine: 78 150 0.5525 indri
10002 Q0 chart-2, Fossum, Nopol, combine: 79 151 0.5525 indri
10002 Q0 chart-2, Fossum, jGenProg, combine: 82 152 0.5525 indri
10002 Q0 chart-2, Fossum, jKali, combine: 83 153 0.5525 indri
10002 Q0 chart-2, Fossum, jMutRepair, combine: 84 154 0.5525 indri
10002 Q0 chart-2, Goodman, ACS, combine: 85 155 0.5525 indri
10002 Q0 chart-2, Goodman, Nopol, combine: 86 156 0.5525 indri
10002 Q0 chart-2, Goodman, jGenProg, combine: 89 157 0.5525 indri
10002 Q0 chart-2, Goodman, jKali, combine: 90 158 0.5525 indri
10002 Q0 chart-2, Goodman, jMutRepair, combine: 91 159 0.5525 indri
10002 Q0 chart-2, Gower, ACS, combine: 92 160 0.5525 indri
10002 Q0 chart-2, Gower, Nopol, combine: 93 161 0.5525 indri
10002 Q0 chart-2, Gower, jGenProg, combine: 96 162 0.5525 indri
10002 Q0 chart-2, Gower, jKali, combine: 97 163 0.5525 indri
10002 Q0 chart-2, Gower, jMutRepair, combine: 98 164 0.5525 indri
10002 Q0 chart-2, GP13, ACS, combine: 99 165 0.5525 indri
10002 Q0 chart-2, GP13, Nopol, combine: 100 166 0.5525 indri
10002 Q0 chart-2, GP13, jGenProg, combine: 103 167 0.5525 indri
10002 Q0 chart-2, GP13, jKali, combine: 104 168 0.5525 indri
10002 Q0 chart-2, GP13, jMutRepair, combine: 105 169 0.5525 indri
10002 Q0 chart-2, Hamann, ACS, combine: 106 170 0.5525 indri
10002 Q0 chart-2, Hamann, Nopol, combine: 107 171 0.5525 indri
10002 Q0 chart-2, Hamann, jGenProg, combine: 110 172 0.5525 indri
10002 Q0 chart-2, Hamann, jKali, combine: 111 173 0.5525 indri
10002 Q0 chart-2, Hamann, jMutRepair, combine: 112 174 0.5525 indri
10002 Q0 chart-2, Hamming, ACS, combine: 113 175 0.5525 indri
10002 Q0 chart-2, Hamming, Nopol, combine: 114 176 0.5525 indri
10002 Q0 chart-2, Hamming, jGenProg, combine: 117 177 0.5525 indri
10002 Q0 chart-2, Hamming, jKali, combine: 118 178 0.5525 indri
10002 Q0 chart-2, Hamming, jMutRepair, combine: 119 179 0.5525 indri
10002 Q0 chart-2, HarmonicMean, ACS, combine: 120 180 0.5525 indri
10002 Q0 chart-2, HarmonicMean, Nopol, combine: 121 181 0.5525 indri
10002 Q0 chart-2, HarmonicMean, jGenProg, combine: 124 182 0.5525 indri
10002 Q0 chart-2, HarmonicMean, jKali, combine: 125 183 0.5525 indri
10002 Q0 chart-2, HarmonicMean, jMutRepair, combine: 126 184 0.5525 indri
10002 Q0 chart-2, Jaccard, ACS, combine: 127 185 0.5525 indri
10002 Q0 chart-2, Jaccard, Nopol, combine: 128 186 0.5525 indri
10002 Q0 chart-2, Jaccard, jGenProg, combine: 131 187 0.5525 indri
10002 Q0 chart-2, Jaccard, jKali, combine: 132 188 0.5525 indri
10002 Q0 chart-2, Jaccard, jMutRepair, combine: 133 189 0.5525 indri
10002 Q0 chart-2, Kulczynski1, ACS, combine: 134 190 0.5525 indri
10002 Q0 chart-2, Kulczynski1, Nopol, combine: 135 191 0.5525 indri
10002 Q0 chart-2, Kulczynski1, jGenProg, combine: 138 192 0.5525 indri
10002 Q0 chart-2, Kulczynski1, jKali, combine: 139 193 0.5525 indri
10002 Q0 chart-2, Kulczynski1, jMutRepair, combine: 140 194 0.5525 indri
10002 Q0 chart-2, Kulczynskil2, ACS, combine: 141 195 0.5525 indri
10002 Q0 chart-2, Kulczynskil2, Nopol, combine: 142 196 0.5525 indri
10002 Q0 chart-2, Kulczynskil2, jGenProg, combine: 145 197 0.5525 indri
10002 Q0 chart-2, Kulczynskil2, jKali, combine: 146 198 0.5525 indri
10002 Q0 chart-2, Kulczynskil2, jMutRepair, combine: 147 199 0.5525 indri
10002 Q0 chart-2, M1, ACS, combine: 148 200 0.5525 indri
10002 Q0 chart-2, M1, Nopol, combine: 149 201 0.5525 indri
10002 Q0 chart-2, M1, jGenProg, combine: 152 202 0.5525 indri
10002 Q0 chart-2, M1, jKali, combine: 153 203 0.5525 indri
10002 Q0 chart-2, M1, jMutRepair, combine: 154 204 0.5525 indri
10002 Q0 chart-2, M2, ACS, combine: 155 205 0.5525 indri
10002 Q0 chart-2, M2, Nopol, combine: 156 206 0.5525 indri
10002 Q0 chart-2, M2, jGenProg, combine: 159 207 0.5525 indri
10002 Q0 chart-2, M2, jKali, combine: 160 208 0.5525 indri
10002 Q0 chart-2, M2, jMutRepair, combine: 161 209 0.5525 indri
10002 Q0 chart-2, Michael, ACS, combine: 162 210 0.5525 indri
10002 Q0 chart-2, Michael, Nopol, combine: 163 211 0.5525 indri
10002 Q0 chart-2, Michael, jGenProg, combine: 166 212 0.5525 indri
10002 Q0 chart-2, Michael, jKali, combine: 167 213 0.5525 indri
10002 Q0 chart-2, Michael, jMutRepair, combine: 168 214 0.5525 indri
10002 Q0 chart-2, Mountford, ACS, combine: 169 215 0.5525 indri
10002 Q0 chart-2, Mountford, Nopol, combine: 170 216 0.5525 indri
10002 Q0 chart-2, Mountford, jGenProg, combine: 173 217 0.5525 indri
10002 Q0 chart-2, Mountford, jKali, combine: 174 218 0.5525 indri
10002 Q0 chart-2, Mountford, jMutRepair, combine: 175 219 0.5525 indri
10002 Q0 chart-2, Ochiai, ACS, combine: 176 220 0.5525 indri
10002 Q0 chart-2, Ochiai, Nopol, combine: 177 221 0.5525 indri
10002 Q0 chart-2, Ochiai, jGenProg, combine: 180 222 0.5525 indri
10002 Q0 chart-2, Ochiai, jKali, combine: 181 223 0.5525 indri
10002 Q0 chart-2, Ochiai, jMutRepair, combine: 182 224 0.5525 indri
10002 Q0 chart-2, Ochiai2, ACS, combine: 183 225 0.5525 indri
10002 Q0 chart-2, Ochiai2, Nopol, combine: 184 226 0.5525 indri
10002 Q0 chart-2, Ochiai2, jGenProg, combine: 187 227 0.5525 indri
10002 Q0 chart-2, Ochiai2, jKali, combine: 188 228 0.5525 indri
10002 Q0 chart-2, Ochiai2, jMutRepair, combine: 189 229 0.5525 indri
10002 Q0 chart-2, Optimal, ACS, combine: 190 230 0.5525 indri
10002 Q0 chart-2, Optimal, Nopol, combine: 191 231 0.5525 indri
10002 Q0 chart-2, Optimal, jGenProg, combine: 194 232 0.5525 indri
10002 Q0 chart-2, Optimal, jKali, combine: 195 233 0.5525 indri
10002 Q0 chart-2, Optimal, jMutRepair, combine: 196 234 0.5525 indri
10002 Q0 chart-2, OptimalP, ACS, combine: 197 235 0.5525 indri
10002 Q0 chart-2, OptimalP, Nopol, combine: 198 236 0.5525 indri
10002 Q0 chart-2, OptimalP, jGenProg, combine: 201 237 0.5525 indri
10002 Q0 chart-2, OptimalP, jKali, combine: 202 238 0.5525 indri
10002 Q0 chart-2, OptimalP, jMutRepair, combine: 203 239 0.5525 indri
10002 Q0 chart-2, Overlap, ACS, combine: 204 240 0.5525 indri
10002 Q0 chart-2, Overlap, Nopol, combine: 205 241 0.5525 indri
10002 Q0 chart-2, Overlap, jGenProg, combine: 208 242 0.5525 indri
10002 Q0 chart-2, Overlap, jKali, combine: 209 243 0.5525 indri
10002 Q0 chart-2, Overlap, jMutRepair, combine: 210 244 0.5525 indri
10002 Q0 chart-2, Phi, ACS, combine: 211 245 0.5525 indri
10002 Q0 chart-2, Phi, Nopol, combine: 212 246 0.5525 indri
10002 Q0 chart-2, Phi, jGenProg, combine: 215 247 0.5525 indri
10002 Q0 chart-2, Phi, jKali, combine: 216 248 0.5525 indri
10002 Q0 chart-2, Phi, jMutRepair, combine: 217 249 0.5525 indri
10002 Q0 chart-2, Pierce, ACS, combine: 218 250 0.5525 indri
10002 Q0 chart-2, Pierce, Nopol, combine: 219 251 0.5525 indri
10002 Q0 chart-2, Pierce, jGenProg, combine: 222 252 0.5525 indri
10002 Q0 chart-2, Pierce, jKali, combine: 223 253 0.5525 indri
10002 Q0 chart-2, Pierce, jMutRepair, combine: 224 254 0.5525 indri
10002 Q0 chart-2, RogersTanimoto, ACS, combine: 225 255 0.5525 indri
10002 Q0 chart-2, RogersTanimoto, Nopol, combine: 226 256 0.5525 indri
10002 Q0 chart-2, RogersTanimoto, jGenProg, combine: 229 257 0.5525 indri
10002 Q0 chart-2, RogersTanimoto, jKali, combine: 230 258 0.5525 indri
10002 Q0 chart-2, RogersTanimoto, jMutRepair, combine: 231 259 0.5525 indri
10002 Q0 chart-2, Rogot1, ACS, combine: 232 260 0.5525 indri
10002 Q0 chart-2, Rogot1, Nopol, combine: 233 261 0.5525 indri
10002 Q0 chart-2, Rogot1, jGenProg, combine: 236 262 0.5525 indri
10002 Q0 chart-2, Rogot1, jKali, combine: 237 263 0.5525 indri
10002 Q0 chart-2, Rogot1, jMutRepair, combine: 238 264 0.5525 indri
10002 Q0 chart-2, Rogot2, ACS, combine: 239 265 0.5525 indri
10002 Q0 chart-2, Rogot2, Nopol, combine: 240 266 0.5525 indri
10002 Q0 chart-2, Rogot2, jGenProg, combine: 243 267 0.5525 indri
10002 Q0 chart-2, Rogot2, jKali, combine: 244 268 0.5525 indri
10002 Q0 chart-2, Rogot2, jMutRepair, combine: 245 269 0.5525 indri
10002 Q0 chart-2, RussellRao, ACS, combine: 246 270 0.5525 indri
10002 Q0 chart-2, RussellRao, Nopol, combine: 247 271 0.5525 indri
10002 Q0 chart-2, RussellRao, jGenProg, combine: 250 272 0.5525 indri
10002 Q0 chart-2, RussellRao, jKali, combine: 251 273 0.5525 indri
10002 Q0 chart-2, RussellRao, jMutRepair, combine: 252 274 0.5525 indri
10002 Q0 chart-2, SBI, ACS, combine: 253 275 0.5525 indri
10002 Q0 chart-2, SBI, Nopol, combine: 254 276 0.5525 indri
10002 Q0 chart-2, SBI, jGenProg, combine: 257 277 0.5525 indri
10002 Q0 chart-2, SBI, jKali, combine: 258 278 0.5525 indri
10002 Q0 chart-2, SBI, jMutRepair, combine: 259 279 0.5525 indri
10002 Q0 chart-2, Scott, ACS, combine: 260 280 0.5525 indri
10002 Q0 chart-2, Scott, Nopol, combine: 261 281 0.5525 indri
10002 Q0 chart-2, Scott, jGenProg, combine: 264 282 0.5525 indri
10002 Q0 chart-2, Scott, jKali, combine: 265 283 0.5525 indri
10002 Q0 chart-2, Scott, jMutRepair, combine: 266 284 0.5525 indri
10002 Q0 chart-2, SimpleMatching, ACS, combine: 267 285 0.5525 indri
10002 Q0 chart-2, SimpleMatching, Nopol, combine: 268 286 0.5525 indri
10002 Q0 chart-2, SimpleMatching, jGenProg, combine: 271 287 0.5525 indri
10002 Q0 chart-2, SimpleMatching, jKali, combine: 272 288 0.5525 indri
10002 Q0 chart-2, SimpleMatching, jMutRepair, combine: 273 289 0.5525 indri
10002 Q0 chart-2, Sokal, ACS, combine: 274 290 0.5525 indri
10002 Q0 chart-2, Sokal, Nopol, combine: 275 291 0.5525 indri
10002 Q0 chart-2, Sokal, jGenProg, combine: 278 292 0.5525 indri
10002 Q0 chart-2, Sokal, jKali, combine: 279 293 0.5525 indri
10002 Q0 chart-2, Sokal, jMutRepair, combine: 280 294 0.5525 indri
10002 Q0 chart-2, SorensenDice, ACS, combine: 281 295 0.5525 indri
10002 Q0 chart-2, SorensenDice, Nopol, combine: 282 296 0.5525 indri
10002 Q0 chart-2, SorensenDice, jGenProg, combine: 285 297 0.5525 indri
10002 Q0 chart-2, SorensenDice, jKali, combine: 286 298 0.5525 indri
10002 Q0 chart-2, SorensenDice, jMutRepair, combine: 287 299 0.5525 indri
10002 Q0 chart-2, Tarantula, ACS, combine: 288 300 0.5525 indri
10002 Q0 chart-2, Tarantula, Nopol, combine: 289 301 0.5525 indri
10002 Q0 chart-2, Tarantula, jGenProg, combine: 292 302 0.5525 indri
10002 Q0 chart-2, Tarantula, jKali, combine: 293 303 0.5525 indri
10002 Q0 chart-2, Tarantula, jMutRepair, combine: 294 304 0.5525 indri
10002 Q0 chart-2, Tarwid, ACS, combine: 295 305 0.5525 indri
10002 Q0 chart-2, Tarwid, Nopol, combine: 296 306 0.5525 indri
10002 Q0 chart-2, Tarwid, jGenProg, combine: 299 307 0.5525 indri
10002 Q0 chart-2, Tarwid, jKali, combine: 300 308 0.5525 indri
10002 Q0 chart-2, Tarwid, jMutRepair, combine: 301 309 0.5525 indri
10002 Q0 chart-2, Wong1, ACS, combine: 302 310 0.5525 indri
10002 Q0 chart-2, Wong1, Nopol, combine: 303 311 0.5525 indri
10002 Q0 chart-2, Wong1, jGenProg, combine: 306 312 0.5525 indri
10002 Q0 chart-2, Wong1, jKali, combine: 307 313 0.5525 indri
10002 Q0 chart-2, Wong1, jMutRepair, combine: 308 314 0.5525 indri
10002 Q0 chart-2, Wong2, ACS, combine: 309 315 0.5525 indri
10002 Q0 chart-2, Wong2, Nopol, combine: 310 316 0.5525 indri
10002 Q0 chart-2, Wong2, jGenProg, combine: 313 317 0.5525 indri
10002 Q0 chart-2, Wong2, jKali, combine: 314 318 0.5525 indri
10002 Q0 chart-2, Wong2, jMutRepair, combine: 315 319 0.5525 indri
10002 Q0 chart-2, Wong3, ACS, combine: 316 320 0.5525 indri
10002 Q0 chart-2, Wong3, Nopol, combine: 317 321 0.5525 indri
10002 Q0 chart-2, Wong3, jGenProg, combine: 320 322 0.5525 indri
10002 Q0 chart-2, Wong3, jKali, combine: 321 323 0.5525 indri
10002 Q0 chart-2, Wong3, jMutRepair, combine: 322 324 0.5525 indri
10002 Q0 chart-2, Zoltar, ACS, combine: 323 325 0.5525 indri
10002 Q0 chart-2, Zoltar, Nopol, combine: 324 326 0.5525 indri
10002 Q0 chart-2, Zoltar, jGenProg, combine: 327 327 0.5525 indri
10002 Q0 chart-2, Zoltar, jKali, combine: 328 328 0.5525 indri
10002 Q0 chart-2, Zoltar, jMutRepair, combine: 329 329 0.5525 indri
10003 Q0 chart-3, Ample, Nopol, combine: 2 1 0.55789 indri
10003 Q0 chart-3, Ample, SimFix, combine: 3 2 0.55789 indri
10003 Q0 chart-3, Anderberg, Nopol, combine: 9 3 0.55789 indri
10003 Q0 chart-3, Anderberg, SimFix, combine: 10 4 0.55789 indri
10003 Q0 chart-3, ArithmeticMean, Nopol, combine: 16 5 0.55789 indri
10003 Q0 chart-3, ArithmeticMean, SimFix, combine: 17 6 0.55789 indri
10003 Q0 chart-3, BaroniUrbaniBuser, Nopol, combine: 23 7 0.55789 indri
10003 Q0 chart-3, BaroniUrbaniBuser, SimFix, combine: 24 8 0.55789 indri
10003 Q0 chart-3, BraunBanqust, Nopol, combine: 30 9 0.55789 indri
10003 Q0 chart-3, BraunBanqust, SimFix, combine: 31 10 0.55789 indri
10003 Q0 chart-3, Cohen, Nopol, combine: 37 11 0.55789 indri
10003 Q0 chart-3, Cohen, SimFix, combine: 38 12 0.55789 indri
10003 Q0 chart-3, Dennis, Nopol, combine: 44 13 0.55789 indri
10003 Q0 chart-3, Dennis, SimFix, combine: 45 14 0.55789 indri
10003 Q0 chart-3, Dice, Nopol, combine: 51 15 0.55789 indri
10003 Q0 chart-3, Dice, SimFix, combine: 52 16 0.55789 indri
10003 Q0 chart-3, Dstar, Nopol, combine: 58 17 0.55789 indri
10003 Q0 chart-3, Dstar, SimFix, combine: 59 18 0.55789 indri
10003 Q0 chart-3, Fleiss, Nopol, combine: 72 19 0.55789 indri
10003 Q0 chart-3, Fleiss, SimFix, combine: 73 20 0.55789 indri
10003 Q0 chart-3, Goodman, Nopol, combine: 86 21 0.55789 indri
10003 Q0 chart-3, Goodman, SimFix, combine: 87 22 0.55789 indri
10003 Q0 chart-3, GP13, Nopol, combine: 100 23 0.55789 indri
10003 Q0 chart-3, GP13, SimFix, combine: 101 24 0.55789 indri
10003 Q0 chart-3, Jaccard, Nopol, combine: 128 25 0.55789 indri
10003 Q0 chart-3, Jaccard, SimFix, combine: 129 26 0.55789 indri
10003 Q0 chart-3, Kulczynski1, Nopol, combine: 135 27 0.55789 indri
10003 Q0 chart-3, Kulczynski1, SimFix, combine: 136 28 0.55789 indri
10003 Q0 chart-3, Kulczynskil2, Nopol, combine: 142 29 0.55789 indri
10003 Q0 chart-3, Kulczynskil2, SimFix, combine: 143 30 0.55789 indri
10003 Q0 chart-3, M2, Nopol, combine: 156 31 0.55789 indri
10003 Q0 chart-3, M2, SimFix, combine: 157 32 0.55789 indri
10003 Q0 chart-3, Mountford, Nopol, combine: 170 33 0.55789 indri
10003 Q0 chart-3, Mountford, SimFix, combine: 171 34 0.55789 indri
10003 Q0 chart-3, Ochiai, Nopol, combine: 177 35 0.55789 indri
10003 Q0 chart-3, Ochiai, SimFix, combine: 178 36 0.55789 indri
